RCDTS,Type,District,City,County,District Type,District Size,Student Enrollment - Total,Student Enrollment - Low Income %,Avg Class Size – All Grades,Avg Teaching Exp,Bachelor Degree,Masters Degree,Teacher Retention Rate,Teacher Avg Salary,Admin Avg Salary
70161600020000,District,Country Club Hills SD 160,Country Club Hills,Cook,ELEMENTARY,MEDIUM,1205.0,76.5,24.0,12.0,40.2,59.8,71.9,52422.12,92738.47
70161610020000,District,Flossmoor SD 161,Chicago Heights,Cook,ELEMENTARY,LARGE,2360.0,44.2,23.0,11.7,43.1,56.9,83.8,59267.45,104098.73
70161620020000,District,Matteson ESD 162,Richton Park,Cook,ELEMENTARY,LARGE,2729.0,76.6,22.0,12.6,39.6,60.4,80.8,56294.42,119604.45
70161630020000,District,Park Forest SD 163,Park Forest,Cook,ELEMENTARY,MEDIUM,1838.0,75.0,26.0,14.9,50.7,49.3,72.9,56233.96,109803.46
70161670020000,District,Brookwood SD 167,Glenwood,Cook,ELEMENTARY,MEDIUM,1148.0,56.9,19.0,11.0,63.8,36.2,80.6,49669.44,119435.3
70161680040000,District,CCSD 168,Sauk Village,Cook,ELEMENTARY,MEDIUM,1414.0,44.5,17.0,11.7,36.2,63.8,82.5,51785.54,98808.69
70161690020000,District,Ford Heights SD 169,Ford Heights,Cook,ELEMENTARY,MEDIUM,447.0,96.6,20.0,10.9,52.4,47.6,83.0,54264.63,124383.8
70161700020000,District,Chicago Heights SD 170,Chicago Heights,Cook,ELEMENTARY,LARGE,3183.0,99.5,18.0,10.4,45.7,54.3,82.7,44996.93,103898.02
70161710020000,District,Sunnybrook SD 171,Lansing,Cook,ELEMENTARY,MEDIUM,1062.0,75.7,22.0,11.0,47.8,52.2,83.5,47573.05,100482.33
70161720020000,District,Sandridge SD 172,Lynwood,Cook,ELEMENTARY,MEDIUM,361.0,67.3,20.0,14.3,56.9,43.1,75.4,55995.35,124480.04
70161940020000,District,Steger SD 194,Steger,Cook,ELEMENTARY,MEDIUM,1490.0,72.8,20.0,12.9,53.2,46.8,80.8,49408.98,106706.93
70162050170000,District,Thornton Twp HSD 205,South Holland,Cook,HIGH SCHOOL,LARGE,5140.0,58.0,16.0,13.5,23.1,76.1,86.0,78873.46,108552.55
70162060170000,District,Bloom Twp HSD 206,Chicago Heights,Cook,HIGH SCHOOL,MEDIUM,3075.0,82.5,19.0,13.5,25.4,72.8,87.9,74325.79,106166.89
70162100170000,District,Lemont Twp HSD 210,Lemont,Cook,HIGH SCHOOL,MEDIUM,1418.0,13.5,21.0,15.4,18.3,81.7,95.1,77057.54,128155.89
70162150170000,District,Thornton Fractional Twp HSD 215,Lansing,Cook,HIGH SCHOOL,MEDIUM,3438.0,97.0,21.0,15.0,17.8,80.7,90.6,96045.2,127435.56
70162170160000,District,Argo CHSD 217,Summit,Cook,HIGH SCHOOL,MEDIUM,1944.0,65.1,23.0,13.4,17.8,81.4,93.8,96331.71,121113.9
70162180160000,District,CHSD 218,Oak Lawn,Cook,HIGH SCHOOL,LARGE,5405.0,69.0,19.0,13.8,9.0,90.7,93.5,92368.63,119987.04
70162200170000,District,Reavis Twp HSD 220,Burbank,Cook,HIGH SCHOOL,MEDIUM,1823.0,51.3,21.0,14.8,13.3,86.7,93.4,96026.1,149473.93
70162270170000,District,Rich Twp HSD 227,Matteson,Cook,HIGH SCHOOL,MEDIUM,3001.0,81.3,12.0,12.9,29.5,69.1,78.7,74862.72,106322.0
70162280160000,District,Bremen CHSD 228,Midlothian,Cook,HIGH SCHOOL,LARGE,5089.0,34.3,22.0,14.6,25.6,74.0,92.7,90412.66,135906.32
70162290160000,District,Oak Lawn CHSD 229,Oak Lawn,Cook,HIGH SCHOOL,MEDIUM,1838.0,36.3,22.0,14.1,32.4,67.6,93.4,90118.85,131656.0
70162300130000,District,Cons HSD 230,Orland Park,Cook,HIGH SCHOOL,LARGE,7397.0,19.1,17.0,15.5,7.8,92.2,95.3,89664.62,121902.17
70162310160000,District,Evergreen Park CHSD 231,Evergreen Park,Cook,HIGH SCHOOL,MEDIUM,844.0,26.4,19.0,14.8,21.0,79.0,89.6,82705.7,142003.32
70162330160000,District,Homewood Flossmoor CHSD 233,Flossmoor,Cook,HIGH SCHOOL,MEDIUM,2814.0,22.3,14.0,13.2,22.6,76.9,90.8,88171.83,150844.41
70169010250000,District,Southland College Prep Charter High School,Richton Park,Cook,HIGH SCHOOL,SMALL,533.0,43.7,21.0,7.4,57.4,40.2,81.6,60153.82,123273.26
80083080260000,District,Eastland CUSD 308,Lanark,Carroll,UNIT,MEDIUM,649.0,39.1,20.0,13.0,47.2,52.8,83.7,52704.92,108503.83
80083140260000,District,West Carroll CUSD 314,Mount Carroll,Carroll,UNIT,MEDIUM,1113.0,49.9,18.0,16.5,53.5,46.5,86.8,48061.78,78080.0
80083990260000,District,Chadwick-Milledgeville CUSD 399,Chadwick,Carroll,UNIT,MEDIUM,470.0,28.5,13.0,15.1,59.3,40.7,88.9,50321.25,98303.5
80431190220000,District,East Dubuque USD 119,East Dubuque,Jo Daviess,UNIT,MEDIUM,684.0,25.3,18.0,11.0,73.4,26.6,81.9,36048.25,93781.25
80431200220000,District,Galena USD 120,Galena,Jo Daviess,UNIT,MEDIUM,834.0,34.1,17.0,13.2,34.3,65.7,93.1,59458.05,99899.43
80432050260000,District,Warren CUSD 205,Warren,Jo Daviess,UNIT,SMALL,407.0,30.7,9.0,15.4,68.0,32.0,87.4,45077.96,91134.29
80432060260000,District,Stockton CUSD 206,Stockton,Jo Daviess,UNIT,MEDIUM,613.0,39.2,21.0,17.1,46.3,53.7,93.9,56765.81,82892.85
80432100260000,District,River Ridge CUSD 210,Hanover,Jo Daviess,UNIT,MEDIUM,511.0,43.6,14.0,17.5,28.9,71.1,99.0,69799.79,109081.4
80432110260000,District,Scales Mound CUSD 211,Scales Mound,Jo Daviess,UNIT,SMALL,253.0,24.5,12.0,16.3,52.8,47.2,93.8,62153.0,109877.29
80891450220000,District,Freeport SD 145,Freeport,Stephenson,UNIT,LARGE,3957.0,64.5,17.0,11.8,46.1,52.7,76.4,48507.73,90527.24
80892000260000,District,Pearl City CUSD 200,Pearl City,Stephenson,UNIT,SMALL,448.0,34.8,5.0,15.7,46.2,53.8,94.4,47813.59,100182.38
80892010260000,District,Dakota CUSD 201,Dakota,Stephenson,UNIT,MEDIUM,814.0,30.8,20.0,16.5,39.8,60.2,88.6,54698.73,91096.98
80892020260000,District,Lena Winslow CUSD 202,Lena,Stephenson,UNIT,MEDIUM,831.0,36.0,17.0,14.7,46.4,51.9,89.0,45174.99,95704.26
80892030260000,District,Orangeville CUSD 203,Orangeville,Stephenson,UNIT,SMALL,329.0,26.1,13.0,12.0,76.4,23.6,76.9,51298.62,109749.45
90100010260000,District,Fisher CUSD 1,Fisher,Champaign,UNIT,MEDIUM,622.0,29.6,20.0,13.9,58.0,39.8,85.6,47033.77,89531.89
90100030260000,District,Mahomet-Seymour CUSD 3,Mahomet,Champaign,UNIT,LARGE,3113.0,19.2,22.0,14.4,48.0,52.0,89.3,53884.57,100935.29
90100040260000,District,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,10014.0,54.1,19.0,10.2,46.2,53.7,82.3,51819.69,89939.01
90100070260000,District,Tolono CUSD 7,Tolono,Champaign,UNIT,MEDIUM,1648.0,28.3,22.0,13.0,55.1,44.9,85.0,45800.04,100790.33
90100080260000,District,Heritage CUSD 8,Homer,Champaign,UNIT,SMALL,481.0,42.0,14.0,14.0,76.4,23.6,87.1,49724.29,105714.64
90101160220000,District,Urbana SD 116,Urbana,Champaign,UNIT,LARGE,4590.0,70.4,17.0,10.8,49.3,50.2,81.5,53481.51,101981.41
90101300040000,District,Thomasboro CCSD 130,Thomasboro,Champaign,ELEMENTARY,SMALL,161.0,70.2,16.0,12.2,100.0,0.0,86.8,44900.92,85499.5
90101370020000,District,Rantoul City SD 137,Rantoul,Champaign,ELEMENTARY,MEDIUM,1682.0,99.7,16.0,7.3,68.5,30.1,68.4,45174.32,90843.19
90101420040000,District,Ludlow CCSD 142,Ludlow,Champaign,ELEMENTARY,SMALL,70.0,98.6,7.0,8.3,79.6,20.4,65.0,37090.02,79559.55
90101690040000,District,St Joseph CCSD 169,Saint Joseph,Champaign,ELEMENTARY,MEDIUM,846.0,15.0,23.0,15.5,45.7,54.3,91.9,54229.38,125130.04
90101880040000,District,Gifford CCSD 188,Gifford,Champaign,ELEMENTARY,SMALL,202.0,29.2,23.0,17.8,72.4,27.6,88.6,44901.79,119173.0
90101930170000,District,Rantoul Township HSD 193,Rantoul,Champaign,HIGH SCHOOL,MEDIUM,753.0,67.1,16.0,9.8,53.4,46.6,81.7,46723.63,86848.35
90101970040000,District,Prairieview-Ogden CCSD 197,Royal,Champaign,ELEMENTARY,SMALL,276.0,22.5,17.0,16.3,39.5,60.5,82.2,46317.54,118705.37
90103050160000,District,St Joseph Ogden CHSD 305,Saint Joseph,Champaign,HIGH SCHOOL,SMALL,468.0,6.6,20.0,13.5,48.2,51.8,93.1,43630.74,98092.33
90270050260000,District,Gibson City-Melvin-Sibley CUSD 5,Gibson City,Ford,UNIT,MEDIUM,1010.0,37.8,15.0,13.2,61.9,38.1,89.4,50052.04,110113.51
90270100260000,District,Paxton-Buckley-Loda CUD 10,Paxton,Ford,UNIT,MEDIUM,1356.0,47.3,16.0,13.2,51.5,48.5,86.0,44148.64,96122.29
110150010260000,District,Charleston CUSD 1,Charleston,Coles,UNIT,LARGE,2757.0,45.0,22.0,12.9,47.8,52.2,86.3,45248.85,90255.44
110150020260000,District,Mattoon CUSD 2,Mattoon,Coles,UNIT,LARGE,3403.0,56.1,19.0,14.0,41.5,58.5,85.9,54522.42,106091.57
110150050260000,District,Oakland CUSD 5,Oakland,Coles,UNIT,SMALL,265.0,49.8,14.0,11.1,57.7,42.3,82.1,43154.52,72587.67
110180030260000,District,Neoga CUSD 3,Neoga,Cumberland,UNIT,MEDIUM,597.0,47.2,16.0,15.1,59.8,40.2,79.0,48952.44,85628.25
110180770260000,District,Cumberland CUSD 77,Toledo,Cumberland,UNIT,MEDIUM,1056.0,40.1,20.0,13.4,53.1,45.3,85.6,52443.46,85349.25
110213010260000,District,Tuscola CUSD 301,Tuscola,Douglas,UNIT,MEDIUM,938.0,35.5,17.0,15.2,45.0,55.0,85.2,46544.66,95670.46
110213020260000,District,Villa Grove CUSD 302,Villa Grove,Douglas,UNIT,MEDIUM,656.0,46.2,20.0,12.7,65.9,34.1,79.1,37695.93,73066.83
110213050260000,District,Arthur CUSD 305,Arthur,Douglas,UNIT,MEDIUM,1236.0,45.5,17.0,13.3,71.2,28.8,82.4,45321.53,80845.86
110213060260000,District,Arcola CUSD 306,Arcola,Douglas,UNIT,MEDIUM,716.0,48.2,16.0,11.0,73.1,26.9,78.4,43612.37,108367.25
110230010260000,District,Shiloh CUSD 1,Hume,Edgar,UNIT,SMALL,399.0,48.9,14.0,13.3,73.4,26.6,56.0,45130.87,101938.0
110230030260000,District,Kansas CUSD 3,Kansas,Edgar,UNIT,SMALL,214.0,54.7,14.0,15.0,60.0,40.0,58.5,48495.08,63183.17
110230040260000,District,Paris CUSD 4,Paris,Edgar,UNIT,SMALL,453.0,33.3,24.0,13.0,58.0,42.0,77.0,41621.64,88365.0
110230060260000,District,Edgar County CUD 6,Chrisman,Edgar,UNIT,SMALL,318.0,39.6,12.0,12.6,87.8,12.2,73.3,37649.62,67695.36
110230950250000,District,Paris-Union SD 95,Paris,Edgar,UNIT,MEDIUM,978.0,59.8,21.0,14.1,49.2,50.8,93.9,47792.86,89265.67
110703000260000,District,Sullivan CUSD 300,Sullivan,Moultrie,UNIT,MEDIUM,1175.0,44.9,22.0,13.3,65.5,34.5,85.1,44853.37,82947.7
110703020260000,District,Okaw Valley CUSD 302,Bethany,Moultrie,UNIT,MEDIUM,507.0,46.0,14.0,12.8,87.3,12.7,86.2,36842.13,79159.93
110870010260000,District,Windsor CUSD 1,Windsor,Shelby,UNIT,SMALL,372.0,39.2,13.0,13.1,65.1,34.9,84.3,44510.81,97512.5
110870040260000,District,Shelbyville CUSD 4,Shelbyville,Shelby,UNIT,MEDIUM,1205.0,44.1,20.0,14.0,60.4,39.6,90.9,49766.89,90574.23
110870210260000,District,Central A & M CUD 21,Assumption,Shelby,UNIT,MEDIUM,714.0,41.2,14.0,15.9,57.8,42.2,82.6,50654.49,82247.37
120130100260000,District,Clay City CUSD 10,Clay City,Clay,UNIT,SMALL,328.0,63.4,24.0,9.2,70.1,29.9,68.6,41873.18,102824.0
120130250260000,District,North Clay CUSD 25,Louisville,Clay,UNIT,MEDIUM,640.0,48.3,20.0,11.9,75.2,24.8,92.1,41246.51,75575.4
120130350260000,District,Flora CUSD 35,Flora,Clay,UNIT,MEDIUM,1394.0,51.4,22.0,14.0,63.3,36.7,91.5,48860.76,81713.17
120170010260000,District,Hutsonville CUSD 1,Hutsonville,Crawford,UNIT,SMALL,346.0,49.1,15.0,11.0,60.1,39.9,70.7,36088.16,83387.55
120170020260000,District,Robinson CUSD 2,Robinson,Crawford,UNIT,MEDIUM,1595.0,44.7,22.0,15.5,55.7,42.4,89.1,49626.1,103637.0
120170030260000,District,Palestine CUSD 3,Palestine,Crawford,UNIT,SMALL,304.0,40.1,14.0,14.3,62.3,37.7,88.9,42902.04,71493.01
120170040260000,District,Oblong CUSD 4,Oblong,Crawford,UNIT,MEDIUM,612.0,45.8,23.0,15.8,51.1,48.9,86.2,43027.19,84461.67
120400010260000,District,Jasper County CUD 1,Newton,Jasper,UNIT,MEDIUM,1330.0,40.3,24.0,14.8,50.6,49.4,84.5,51987.7,91175.91
120510100260000,District,Red Hill CUSD 10,Bridgeport,Lawrence,UNIT,MEDIUM,968.0,59.5,21.0,12.0,87.0,13.0,88.5,45021.18,75187.62
120510200260000,District,Lawrence County CUD 20,Lawrenceville,Lawrence,UNIT,MEDIUM,1210.0,55.0,17.0,12.2,74.9,23.0,88.0,38138.13,61449.36
120800010260000,District,Richland County CUSD 1,Olney,Richland,UNIT,LARGE,2390.0,53.6,22.0,17.7,51.5,48.5,93.2,50034.5,95852.14
130140010260000,District,Carlyle CUSD 1,Carlyle,Clinton,UNIT,MEDIUM,1074.0,44.7,19.0,14.8,60.3,39.7,88.7,54840.83,111687.76
130140030260000,District,Wesclin CUSD 3,Trenton,Clinton,UNIT,MEDIUM,1373.0,36.1,21.0,17.4,35.4,64.6,93.3,66163.64,115865.51
130140120040000,District,Breese ESD 12,Breese,Clinton,ELEMENTARY,MEDIUM,605.0,35.5,26.0,16.4,62.5,37.5,86.3,46164.52,68500.0
130140210020000,District,Aviston SD 21,Aviston,Clinton,ELEMENTARY,MEDIUM,392.0,11.5,20.0,14.7,63.2,36.8,89.9,39356.32,101051.54
130140460020000,District,Willow Grove SD 46,Centralia,Clinton,ELEMENTARY,SMALL,157.0,53.5,16.0,14.9,75.0,25.0,89.2,38807.96,89330.0
130140570020000,District,Bartelso SD 57,Bartelso,Clinton,ELEMENTARY,SMALL,183.0,9.8,18.0,12.6,76.0,24.0,91.7,41363.83,87000.0
130140600020000,District,Germantown SD 60,Germantown,Clinton,ELEMENTARY,SMALL,262.0,21.4,22.0,10.5,71.8,28.2,90.0,40173.02,89400.0
130140620020000,District,Damiansville SD 62,Damiansville,Clinton,ELEMENTARY,SMALL,101.0,47.5,9.0,12.4,59.6,40.4,95.8,36622.64,77330.0
130140630020000,District,Albers SD 63,Albers,Clinton,ELEMENTARY,SMALL,206.0,19.9,20.0,10.6,63.2,36.8,86.1,38345.74,96130.0
130140710160000,District,Central CHSD 71,Breese,Clinton,HIGH SCHOOL,SMALL,597.0,23.3,19.0,14.7,34.2,65.8,94.6,61498.84,132884.5
130141415020000,District,St Rose SD 14-15,Breese,Clinton,ELEMENTARY,SMALL,161.0,19.3,16.0,14.2,44.0,56.0,97.1,56363.9,124639.0
130141860020000,District,North Wamac SD 186,Centralia,Clinton,ELEMENTARY,SMALL,125.0,85.6,14.0,15.6,78.9,21.1,92.6,41735.15,94799.7
130410010260000,District,Waltonville CUSD 1,Waltonville,Jefferson,UNIT,SMALL,371.0,39.9,14.0,14.6,54.5,45.5,79.1,44669.76,60004.2
130410020040000,District,Rome CCSD 2,Dix,Jefferson,ELEMENTARY,MEDIUM,382.0,44.2,20.0,16.1,41.7,58.3,96.9,47075.87,102377.0
130410030040000,District,Field CCSD 3,Texico,Jefferson,ELEMENTARY,MEDIUM,267.0,40.1,16.0,15.2,70.3,29.7,92.7,40227.5,71551.18
130410050040000,District,Opdyke-Belle-Rive CCSD 5,Opdyke,Jefferson,ELEMENTARY,SMALL,155.0,70.3,14.0,12.3,48.7,51.3,86.5,42076.0,69750.67
130410060040000,District,Grand Prairie CCSD 6,Centralia,Jefferson,ELEMENTARY,SMALL,78.0,80.8,1.0,8.2,96.8,3.2,76.5,38416.26,136920.0
130410120040000,District,McClellan CCSD 12,Mount Vernon,Jefferson,ELEMENTARY,SMALL,56.0,57.1,6.0,11.7,69.2,30.8,84.2,35452.92,62183.0
130410790020000,District,Summersville SD 79,Mount Vernon,Jefferson,ELEMENTARY,SMALL,283.0,42.8,19.0,11.0,46.3,48.8,89.3,43661.89,84907.54
130410800020000,District,Mount Vernon SD 80,Mount Vernon,Jefferson,ELEMENTARY,MEDIUM,1609.0,84.7,18.0,15.2,42.8,57.2,87.1,52480.59,101275.09
130410820020000,District,Bethel SD 82,Mount Vernon,Jefferson,ELEMENTARY,SMALL,188.0,82.4,19.0,15.9,55.9,44.1,97.0,50390.89,101937.84
130410990040000,District,Farrington CCSD 99,Bluford,Jefferson,ELEMENTARY,SMALL,50.0,46.0,8.0,5.6,91.4,8.6,52.6,28483.31,70000.0
130411780040000,District,Spring Garden Community Consolidated School District 178,Mount Vernon,Jefferson,ELEMENTARY,SMALL,227.0,77.5,23.0,11.7,74.2,25.8,63.2,40650.51,66532.0
130412010170000,District,Mt Vernon Twp HSD 201,Mount Vernon,Jefferson,HIGH SCHOOL,MEDIUM,1169.0,54.1,18.0,14.7,44.2,52.5,80.4,50623.69,89096.86
130412090270000,District,Woodlawn Unit School District 209,Woodlawn,Jefferson,UNIT,MEDIUM,508.0,39.8,16.0,16.3,48.7,51.3,88.3,52534.67,93050.33
130413180270000,District,Bluford Unit School District 318,Bluford,Jefferson,UNIT,SMALL,386.0,41.2,20.0,16.3,49.7,50.3,84.4,43912.36,47470.67
130580010030000,District,Raccoon Cons SD 1,Centralia,Marion,ELEMENTARY,SMALL,253.0,57.3,21.0,17.1,50.0,50.0,95.8,56134.88,104380.23
130580020030000,District,Kell Cons SD 2,Kell,Marion,ELEMENTARY,SMALL,98.0,72.4,11.0,13.1,100.0,0.0,93.8,38400.46,70416.67
130580070040000,District,Iuka CCSD 7,Iuka,Marion,ELEMENTARY,SMALL,226.0,54.4,23.0,18.6,37.5,62.5,100.0,50028.2,79028.04
130580100040000,District,Selmaville CCSD 10,Salem,Marion,ELEMENTARY,SMALL,273.0,45.8,20.0,10.6,72.2,27.8,86.0,50591.67,128235.0
130581000260000,District,Patoka CUSD 100,Patoka,Marion,UNIT,SMALL,244.0,52.0,13.0,13.8,63.2,36.8,89.6,50518.41,93874.68
130581110020000,District,Salem SD 111,Salem,Marion,ELEMENTARY,MEDIUM,1011.0,51.2,21.0,13.5,52.1,46.5,92.4,58602.5,108164.78
130581330020000,District,Central City SD 133,Centralia,Marion,ELEMENTARY,MEDIUM,338.0,87.9,24.0,12.2,55.2,44.8,90.0,39000.22,111695.64
130581350020000,District,Centralia SD 135,Centralia,Marion,ELEMENTARY,MEDIUM,1323.0,99.6,21.0,15.2,41.7,57.3,95.4,50497.34,85564.25
130582000170000,District,Centralia HSD 200,Centralia,Marion,HIGH SCHOOL,MEDIUM,908.0,58.3,18.0,12.5,46.9,48.4,93.3,52244.31,101117.0
130584010260000,District,South Central CUD 401,Kinmundy,Marion,UNIT,MEDIUM,657.0,46.1,17.0,12.8,73.1,26.9,88.5,42241.4,84106.5
130585010260000,District,Sandoval CUSD 501,Sandoval,Marion,UNIT,SMALL,487.0,77.8,18.0,10.3,59.4,40.6,75.7,39567.06,86030.92
130586000160000,District,Salem CHSD 600,Salem,Marion,HIGH SCHOOL,MEDIUM,694.0,48.8,17.0,15.5,51.4,46.2,82.5,52550.14,86057.93
130587220260000,District,Odin PSD 722,Odin,Marion,UNIT,SMALL,272.0,76.5,18.0,7.9,87.5,8.3,66.7,40358.02,79025.33
130950010040000,District,Oakdale CCSD 1,Oakdale,Washington,ELEMENTARY,SMALL,74.0,39.2,8.0,8.5,70.6,29.4,89.5,36661.94,75771.0
130950100260000,District,West Washington Co CUD 10,Okawville,Washington,UNIT,MEDIUM,557.0,31.4,17.0,13.5,58.5,41.5,90.1,43455.93,90176.87
130950110040000,District,Irvington CCSD 11,Irvington,Washington,ELEMENTARY,SMALL,57.0,78.9,7.0,19.2,83.3,16.7,100.0,42305.17,76180.0
130950150040000,District,Ashley CCSD 15,Ashley,Washington,ELEMENTARY,SMALL,167.0,54.5,16.0,11.5,71.7,28.3,82.1,43486.01,84230.0
130950490040000,District,Nashville CCSD 49,Nashville,Washington,ELEMENTARY,MEDIUM,572.0,39.3,19.0,15.5,43.9,56.1,94.7,44225.13,106221.24
130950990160000,District,Nashville CHSD 99,Nashville,Washington,HIGH SCHOOL,SMALL,430.0,32.1,19.0,14.8,31.8,68.2,94.7,67548.66,65017.47
150162990250000,District,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,372214.0,82.6,18.0,12.1,37.7,61.2,76.9,73660.59,112008.7
150169000250000,District,Horizon Science Acad-McKinley Park Charter Sch,Chicago,Cook,UNIT,MEDIUM,790.0,64.6,24.0,3.2,74.4,22.2,77.4,46101.7,62300.0
150169010250000,District,Horizon Science Acad-Belmont Charter Sch,Chicago,Cook,ELEMENTARY,MEDIUM,516.0,89.9,26.0,3.7,63.8,33.3,58.8,48813.21,69500.0
150169020250000,District,Amandla Charter School,Chicago,Cook,HIGH SCHOOL,SMALL,245.0,87.8,18.0,7.3,35.4,64.6,69.2,54043.21,110608.03
150169030250000,District,Bronzeville Academy Chtr School,Chicago,Cook,ELEMENTARY,SMALL,197.0,100.0,23.0,3.7,55.6,33.3,100.0,51891.73,79200.0
150169040250000,District,Betty Shabazz  International Charter School,Chicago,Cook,ELEMENTARY,MEDIUM,546.0,44.9,24.0,7.1,21.1,73.7,60.5,56313.02,105289.17
160194240260000,District,Genoa Kingston CUSD 424,Genoa,Dekalb,UNIT,MEDIUM,1671.0,35.8,24.0,13.4,29.1,70.9,76.5,56848.96,101696.07
160194250260000,District,Indian Creek CUSD 425,Shabbona,Dekalb,UNIT,MEDIUM,696.0,29.6,18.0,14.5,53.8,46.2,89.3,53738.26,98031.68
160194260260000,District,Hiawatha CUSD 426,Kirkland,Dekalb,UNIT,MEDIUM,515.0,36.3,16.0,10.3,72.2,27.8,82.0,43107.12,100486.5
160194270260000,District,Sycamore CUSD 427,Sycamore,Dekalb,UNIT,LARGE,3732.0,22.8,24.0,13.8,25.0,75.0,92.0,63529.58,104186.56
160194280260000,District,DeKalb CUSD 428,DeKalb,Dekalb,UNIT,LARGE,6598.0,58.8,22.0,11.8,45.6,54.2,84.6,62235.12,97351.17
160194290260000,District,Hinckley Big Rock CUSD 429,Hinckley,Dekalb,UNIT,MEDIUM,667.0,5.4,18.0,11.9,43.7,56.3,92.6,52331.7,102800.86
160194300260000,District,Sandwich CUSD 430,Sandwich,Dekalb,UNIT,LARGE,2069.0,37.6,20.0,15.6,24.3,75.7,91.2,62446.77,108497.59
160194320260000,District,Somonauk CUSD 432,Somonauk,Dekalb,UNIT,MEDIUM,815.0,27.5,21.0,14.2,47.7,52.3,92.5,51857.2,94186.73
170200150260000,District,Clinton CUSD 15,Clinton,Dewitt,UNIT,LARGE,1870.0,47.1,19.0,13.9,63.4,35.8,89.5,51607.8,89602.0
170200180260000,District,Blue Ridge CUSD 18,Farmer City,Dewitt,UNIT,MEDIUM,745.0,47.1,16.0,13.8,70.1,29.9,89.2,47031.41,90614.64
170530050260000,District,Woodland CUSD 5,Streator,Livingston,UNIT,MEDIUM,520.0,33.3,16.0,14.5,65.8,34.2,89.2,50461.98,81776.67
170530080260000,District,Prairie Central CUSD 8,Fairbury,Livingston,UNIT,LARGE,1905.0,44.1,19.0,13.9,39.3,60.7,80.9,60444.99,78289.95
170530740270000,District,Flanagan-Cornell Dist 74,Flanagan,Livingston,UNIT,SMALL,375.0,40.3,16.0,12.9,62.7,37.3,86.0,48019.16,116855.0
170530900170000,District,Pontiac Twp HSD 90,Pontiac,Livingston,HIGH SCHOOL,MEDIUM,651.0,41.5,18.0,14.4,34.9,59.8,91.9,69980.36,102169.0
170532300170000,District,Dwight Twp HSD 230,Dwight,Livingston,HIGH SCHOOL,SMALL,253.0,35.2,14.0,12.3,30.4,69.6,82.9,54435.48,112183.46
170532320020000,District,Dwight Common SD 232,Dwight,Livingston,ELEMENTARY,MEDIUM,547.0,37.1,17.0,15.5,44.6,55.4,90.9,56469.11,98495.83
170534260040000,District,Cornell CCSD 426,Cornell,Livingston,ELEMENTARY,SMALL,108.0,49.1,13.0,8.0,66.9,33.1,88.2,35985.1,180670.0
170534290040000,District,Pontiac CCSD 429,Pontiac,Livingston,ELEMENTARY,MEDIUM,1250.0,56.6,23.0,13.0,40.6,59.4,90.2,60923.69,105757.04
170534350040000,District,Odell CCSD 435,Odell,Livingston,ELEMENTARY,SMALL,158.0,34.2,14.0,13.6,59.2,40.8,88.9,47230.2,110345.0
170534380040000,District,Saunemin CCSD 438,Saunemin,Livingston,ELEMENTARY,SMALL,126.0,53.2,13.0,12.3,50.0,50.0,82.5,43064.35,105000.0
170540210260000,District,Hartsburg Emden CUSD 21,Hartsburg,Logan,UNIT,SMALL,202.0,42.6,13.0,10.7,71.8,28.2,88.7,39413.16,85750.0
170540230260000,District,Mt Pulaski CUSD 23,Mount Pulaski,Logan,UNIT,MEDIUM,514.0,39.5,17.0,16.4,57.9,42.1,92.6,57483.21,107236.81
170540270020000,District,Lincoln ESD 27,Lincoln,Logan,ELEMENTARY,MEDIUM,1139.0,51.7,21.0,15.9,56.7,43.3,93.2,52863.64,84162.17
170540610040000,District,Chester-East Lincoln CCSD 61,Lincoln,Logan,ELEMENTARY,SMALL,288.0,41.3,17.0,14.7,76.2,23.8,95.1,44932.54,75250.0
170540880020000,District,New Holland-Middletown ED 88,Middletown,Logan,ELEMENTARY,SMALL,100.0,64.0,12.0,7.3,91.7,8.3,86.7,33360.84,90000.0
170540920040000,District,West Lincoln-Broadwell ESD 92,Lincoln,Logan,ELEMENTARY,SMALL,235.0,28.9,19.0,17.1,57.9,42.1,95.6,59901.73,107266.2
170544040160000,District,Lincoln CHSD 404,Lincoln,Logan,HIGH SCHOOL,MEDIUM,826.0,44.8,17.0,14.1,48.4,47.9,92.5,52354.14,111449.42
170640020260000,District,LeRoy CUSD 2,Le Roy,McLean,UNIT,MEDIUM,793.0,27.5,17.0,14.6,52.1,47.9,92.9,51776.2,102763.18
170640030260000,District,Tri Valley CUSD 3,Downs,McLean,UNIT,MEDIUM,1109.0,9.6,21.0,14.3,55.8,44.2,85.4,57840.69,96290.8
170640040260000,District,Heyworth CUSD 4,Heyworth,McLean,UNIT,MEDIUM,937.0,27.2,24.0,14.6,56.3,43.7,89.4,62805.83,105905.45
170640050260000,District,McLean County USD 5,Normal,McLean,UNIT,LARGE,13346.0,32.8,24.0,14.2,53.1,46.7,90.7,58653.36,86485.19
170640070260000,District,Lexington CUSD 7,Lexington,McLean,UNIT,SMALL,504.0,27.8,18.0,15.5,58.8,41.2,89.8,53869.63,88936.33
